No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
1262,CPE,Energy,Oil & Gas E&P,USA,2180000000.0,4.11,5.11,0.68,0.89,0.58,0.05,0.284,0.5601,0.0,0.8257,0.0207,4.56,0.1513,0.4,0.5,0.2063,0.0127,-0.2634,0.145,-0.8867,7.6237,32.77,0.0,False,True
1264,STGW,Communication Services,Advertising Agencies,USA,820280000.0,-999,7.99,-999,0.32,2.38,0.82,-0.4578,0.3533,0.0017,0.7969,0.0093,5.1,-0.0324,0.83,5.55,-0.0039,0.1479,-0.2633,0.7778,-0.7627,9.2,6.8,44054.0,False,True
1307,BWMX,Consumer Cyclical,Specialty Retail,Mexico,512030000.0,14.16,8.14,-999,0.73,6.87,0.76,0.3377,0.515,0.0,0.1254,-0.3425,3.37,0.7887,0.54,4.47,0.0668,0.0084,-0.2558,0.7043,-0.7262,1.4198,13.72,0.0,False,True
1308,IAC,Communication Services,Internet Content & Information,USA,4460000000.0,-999,-999,-999,0.98,0.78,16.71,-999,0.1126,0.0,0.8443,-0.0031,3.05,-0.0138,2.16,0.35,-0.017,0.0337,-0.2558,0.2559,-0.7098,429.2161,51.98,0.0,False,True
1310,PGRE,Real Estate,REIT - Office,USA,1090000000.0,-999,-999,-999,1.48,0.32,2.16,-999,-0.006,0.0022,0.6752,-0.0365,5.02,-0.0259,-999,1.12,-0.1255,-0.0031,-0.2556,0.2865,-0.7517,0.2865,5.0,326490.0,True,True
1317,NGD,Basic Materials,Gold,Canada,821400000.0,-999,8.1,-999,1.09,0.93,0.27,0.1251,0.011,0.0,0.4395,-0.0237,0.94,-0.0566,1.0,0.46,-0.0717,-0.1266,-0.2538,0.4634,-0.9152,2.0761,1.2,0.0,False,True
1357,CPS,Consumer Cyclical,Auto Parts,USA,294640000.0,-999,-999,-999,0.11,-999,12.36,-999,-0.0783,0.0,0.7284,-0.1101,5.33,-3.5632,1.1,-999,-0.0842,-0.0364,-0.2467,0.7364,-0.8833,3.8596,17.13,0.0,False,True
1362,MVO,Energy,Oil & Gas E&P,USA,136280000.0,6.71,-999,0.96,6.28,22.79,0.12,0.253,0.244,0.0,0.133,-999,1.46,3.138,-999,0.0,0.935,-0.0086,-0.2462,0.4141,-0.7466,5.733,11.85,0.0,False,True
1383,GSM,Basic Materials,Other Industrial Metals & Mining,United Kingdom,963390000.0,8.2,20.98,0.41,0.56,1.12,0.88,-999,0.1109,0.0,0.4607,0.0584,2.14,0.1527,1.45,0.35,0.0692,-0.1302,-0.2419,0.3013,-0.7081,13.6857,5.14,0.0,False,True
1399,EPSN,Energy,Oil & Gas E&P,USA,107250000.0,8.21,-999,-999,2.87,1.08,1.42,0.4109,0.3001,0.0272,0.644,-0.0001,4.51,0.1402,7.33,0.01,0.3667,-0.0495,-0.2378,0.0276,-0.7269,7.0399,4.84,143081.0,True,True
1408,CPG,Energy,Oil & Gas E&P,Canada,4100000000.0,-999,6.58,-999,1.59,0.82,0.05,-999,0.1879,0.0,0.3333,-999,2.22,0.0108,1.29,0.54,-0.2534,-0.0369,-0.2359,0.1779,-0.8677,11.9888,6.55,0.0,False,True
1411,CNDT,Technology,Information Technology Services,USA,821360000.0,-999,-999,-999,0.22,1.33,2.09,-999,-0.0783,0.0,0.762,-0.0302,1.6,-0.6028,1.91,2.01,-0.1718,0.1289,-0.2356,0.575,-0.8384,1.4545,3.78,0.0,False,False
1412,SMRT,Technology,Software - Application,USA,639950000.0,-999,378.15,-999,2.95,1.86,1.04,-999,0.8114,0.0022,0.5589,-0.1509,9.78,-0.1453,2.3,0.0,-0.2426,0.0084,-0.2354,0.4617,-0.7919,0.5517,3.15,238435.0,True,False
1418,SQ,Technology,Software - Infrastructure,USA,42360000000.0,-999,22.15,-999,2.04,2.37,11.15,-0.4134,0.5741,0.0062,0.6053,-0.0012,1.55,-0.0164,1.9,0.25,-0.0136,0.0245,-0.2333,0.7755,-0.7615,7.5573,68.98,23398497.0,True,True
1424,MAX,Communication Services,Internet Content & Information,USA,613430000.0,-999,-999,-999,1.55,-999,0.32,-999,0.1556,0.0,0.4206,0.0182,7.38,-999,0.85,-999,-0.1646,0.2111,-0.2322,1.5709,-0.8143,1.5709,13.06,0.0,False,True
1427,LAB,Healthcare,Diagnostics & Research,USA,704240000.0,-999,-999,-999,6.7,-999,0.44,-0.057,-0.0221,0.0,0.2638,-0.0202,6.26,-1.1721,2.87,-999,-0.72,0.0841,-0.231,0.6644,-0.9509,1.6413,2.43,0.0,False,False
1431,ELUT,Healthcare,Medical Devices,USA,90710000.0,-999,-999,-999,2.15,-999,0.63,-0.217,0.0605,0.0,0.3006,-0.0009,1.03,-7.7514,0.73,-999,-0.8017,0.5825,-0.2307,2.5545,-0.7852,2.5545,3.91,0.0,False,False
1438,OBE,Energy,Oil & Gas E&P,Canada,537680000.0,1.08,10.55,0.12,1.07,0.45,0.01,-999,0.2603,0.0,0.1415,0.514,15.06,0.5489,0.52,0.14,1.0366,-0.0282,-0.229,0.2758,-0.9802,51.3077,6.8,0.0,False,True
1445,KOPN,Technology,Electronic Components,USA,220890000.0,-999,-999,-999,5.02,6.2,0.19,0.1015,0.1855,0.0,0.2688,-0.1531,2.54,-0.5997,2.26,0.08,-0.4413,0.0674,-0.228,1.0532,-0.9613,9.1579,1.93,0.0,False,False
1448,FNCB,Financial,Banks - Regional,USA,137540000.0,9.42,-999,-999,1.63,1.17,-999,1.5945,0.0514,0.0,0.1175,-0.016,1.3,0.1268,-999,1.61,0.1729,0.0669,-0.2278,0.2752,-0.7263,2.475,6.95,0.0,False,True
1449,STXS,Healthcare,Medical Instruments & Supplies,USA,171470000.0,-999,-999,-999,5.81,9.16,0.28,0.042,0.0063,0.0154,0.4762,-0.0202,2.56,-0.6879,2.2,0.23,-0.7174,0.1945,-0.2277,0.594,-0.9862,3.5106,2.12,305084.0,True,True
1457,FARO,Technology,Scientific & Technical Instruments,USA,448550000.0,-999,43.18,-999,1.23,1.73,4.22,-0.1092,-0.0307,0.0438,0.9736,-0.0239,4.29,-0.2163,1.93,0.34,-0.166,0.1623,-0.226,1.2981,-0.7582,21.3302,23.67,514826.0,True,True
1462,DHC,Real Estate,REIT - Healthcare Facilities,USA,738180000.0,-999,-999,-999,0.53,0.3,1.16,-999,0.4398,0.0,0.7403,-0.0221,3.37,-0.0996,-999,1.15,-0.185,0.0816,-0.2247,3.7894,-0.8929,4.0328,3.07,0.0,False,True
1476,ASRV,Financial,Banks - Regional,USA,54880000.0,-999,-999,-999,0.71,0.54,-999,-999,0.0627,0.0027,0.3462,-0.0242,1.48,-0.0321,-999,1.1,-0.0433,0.058,-0.2233,0.3278,-0.7514,2.5556,3.2,25328.0,False,True
1485,SNCR,Technology,Software - Infrastructure,USA,85030000.0,-999,-999,-999,0.36,2.17,1.69,0.4775,-0.0614,1.3778,0.508,-0.1394,2.39,-0.2961,1.15,1.55,-0.1937,0.5709,-0.2213,2.037,-0.9831,2.037,8.2,845266.0,True,False
1490,HPP,Real Estate,REIT - Office,USA,1260000000.0,-999,-999,-999,1.27,0.46,0.67,-999,0.0916,0.0,1.2024,-0.0252,6.91,-0.0261,-999,1.55,-0.0715,0.1393,-0.2206,1.2513,-0.7545,1.2513,8.95,0.0,False,True
1492,IMMR,Technology,Software - Application,USA,229570000.0,6.26,10.43,0.42,7.02,1.35,4.73,-999,-0.1452,0.098,0.6387,-0.0225,3.49,0.2411,6.23,0.0,1.1524,0.07,-0.2205,0.2138,-0.9075,6.4555,7.21,0.0,False,True
1504,NCLH,Consumer Cyclical,Travel Services,USA,7560000000.0,-999,14.56,-999,0.93,17.22,1.6,-999,1.3117,0.0,0.7274,-0.0126,2.68,-0.5005,0.27,33.04,-0.026,0.0114,-0.2193,0.4617,-0.7237,1.5263,17.76,0.0,False,True
1513,GAIA,Communication Services,Entertainment,USA,68340000.0,-999,-999,-999,0.86,0.72,0.49,0.3725,0.1862,0.0194,0.2599,0.0571,0.78,-0.0489,0.49,0.26,-0.0551,0.0738,-0.2184,0.4076,-0.9034,0.4488,2.97,453138.0,True,True
1523,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,375320000.0,19.01,11.84,0.63,0.55,2.02,2.44,-999,0.4542,0.0787,0.961,-0.0563,9.96,0.1196,0.64,0.87,0.0298,0.0328,-0.2167,0.7087,-0.7463,5.0651,24.23,3795508.0,True,True
1533,HOUS,Real Estate,Real Estate Services,USA,854090000.0,-999,169.55,-999,0.15,0.48,1.43,-999,0.0558,0.0081,1.0132,-0.0322,6.02,-0.2217,-999,1.79,-0.0776,0.1624,-0.2152,0.89,-0.8602,2.6986,7.73,160125.0,True,True
1535,AMSC,Industrials,Specialty Industrial Machinery,USA,419290000.0,-999,341.0,-999,3.1,5.34,0.8,0.0617,0.1768,0.0,0.4655,0.0134,1.96,-0.1967,0.72,0.03,-0.1212,0.3269,-0.2147,2.7576,-0.9818,3.7197,13.64,0.0,False,True
1558,CIVI,Energy,Oil & Gas E&P,USA,6200000000.0,7.33,5.58,0.49,1.96,1.03,1.02,-999,1.5424,0.0,0.8414,-0.0102,7.63,0.1354,0.47,0.63,0.241,-0.0169,-0.212,0.1947,-0.9891,8.3204,66.13,0.0,False,True
1581,PFMT,Industrials,Specialty Business Services,USA,219880000.0,-999,-999,-999,1.99,2.81,0.23,0.1862,-0.0804,0.0,0.678,-0.0074,4.29,-0.1111,3.48,0.15,-0.0816,-0.0062,-0.2078,0.43,-0.797,4.2963,2.86,0.0,False,False
1590,TAL,Consumer Defensive,Education & Training Services,China,5250000000.0,-999,141.11,-999,3.95,1.45,6.93,-999,0.0708,0.0,0.5206,-0.0671,3.55,-0.019,3.17,0.06,-0.053,-0.0737,-0.2065,1.1042,-0.8824,8.2483,10.7,0.0,False,True
1595,TLS,Technology,Software - Infrastructure,USA,290320000.0,-999,-999,-999,1.91,1.77,1.44,-999,0.1314,0.0137,0.6129,0.0105,1.15,-0.2713,4.57,0.07,-0.305,0.0221,-0.2057,1.7255,-0.9003,1.7255,4.17,562941.0,True,True
1605,FSP,Real Estate,REIT - Office,USA,257540000.0,-999,-999,-999,1.65,0.36,0.13,-999,-0.115,0.0056,0.6528,-0.0129,0.74,-0.0735,-999,0.55,-0.3503,-0.0065,-0.2041,1.2297,-0.8732,1.2297,2.49,244402.0,True,True
1616,ERF,Energy,Oil & Gas E&P,Canada,2980000000.0,4.73,6.91,0.11,1.68,2.48,0.22,0.3792,0.4535,0.0,0.6194,0.0287,2.69,0.6271,0.87,0.23,0.3776,-0.0427,-0.2025,0.1285,-0.7563,11.6,14.49,0.0,False,True
1620,UNIT,Real Estate,REIT - Specialty,USA,1310000000.0,-999,12.93,-999,0.91,-999,0.14,0.21,0.0263,0.0,0.8588,-0.0045,11.49,-999,-999,-999,-0.0303,-0.0186,-0.2021,0.8605,-0.842,0.8605,5.47,0.0,False,True
1627,CTRN,Consumer Cyclical,Apparel Retail,USA,238350000.0,-999,-999,-999,0.32,1.56,6.99,0.474,0.0209,1.1063,0.9974,-0.0966,12.24,-0.0571,0.48,1.59,-0.012,0.0721,-0.2012,0.9648,-0.7496,3.1657,27.91,10042378.0,True,True
1645,GEG,Financial,Asset Management,USA,60160000.0,1.87,-999,0.09,5.95,0.86,3.65,-999,1.56,0.1546,0.6023,0.0144,0.67,0.5686,23.46,0.94,3.8646,-0.0075,-0.1992,0.2138,-0.9997,0.4733,1.93,1116586.0,True,True
1660,KRO,Basic Materials,Specialty Chemicals,USA,1110000000.0,-999,39.48,-999,0.69,1.33,1.36,-0.2162,0.0418,0.0,0.1619,0.0484,5.34,-0.0744,1.96,0.53,-0.0396,0.0529,-0.1973,0.5649,-0.7206,3.2097,9.64,25000.0,False,True
1669,GENI,Communication Services,Internet Content & Information,United Kingdom,1420000000.0,-999,-999,-999,3.63,2.46,0.44,-999,0.453,0.0,0.5394,-0.0193,2.61,-0.3039,1.42,0.03,-0.4469,0.1797,-0.1964,0.9127,-0.7303,2.0864,6.79,0.0,False,False
1678,HFFG,Consumer Defensive,Food Distribution,USA,285370000.0,-999,-999,-999,0.25,0.99,0.26,-0.5542,0.4172,0.0092,0.1647,-0.0224,6.98,-0.0282,0.5,0.68,-0.0071,0.0189,-0.1954,0.5411,-0.8494,0.5411,5.27,662421.0,True,True
1688,RWT,Real Estate,REIT - Mortgage,USA,924450000.0,-999,11.27,-999,1.23,0.8,1.98,-999,0.2685,0.0,0.7079,-0.0175,3.66,-0.0631,-999,10.59,-0.1014,-0.0133,-0.1938,0.2852,-0.8881,2.285,7.03,0.0,False,True
1693,SAR,Financial,Asset Management,USA,317990000.0,12.03,6.42,-999,2.29,0.85,3.44,-0.068,0.207,0.0,0.203,-0.0362,0.54,0.065,-999,2.26,0.164,-0.0786,-0.1933,0.0292,-0.7574,3.0266,23.29,0.0,False,True
1705,OCN,Financial,Mortgage Finance,USA,229400000.0,-999,5.39,-999,0.23,0.52,34.61,-999,-0.041,0.0,0.5303,-0.1617,3.44,-0.1935,-999,26.83,-0.0964,0.0531,-0.192,0.4123,-0.9669,6.0841,29.87,0.0,False,True
1716,FLWS,Consumer Cyclical,Specialty Retail,USA,698320000.0,-999,23.26,-999,0.35,1.57,0.13,-999,0.1312,0.0015,0.3664,-0.0219,4.58,-0.0918,0.4,0.81,-0.0213,0.0918,-0.1904,0.8008,-0.7284,11.6588,10.76,342450.0,True,True
1731,TRIP,Consumer Cyclical,Travel Services,USA,3060000000.0,-999,14.35,-999,1.74,3.72,8.15,-999,0.1252,0.0,0.7544,0.0435,2.18,-0.0306,1.95,1.11,-0.0143,0.1203,-0.189,0.5647,-0.7762,0.6131,22.14,0.0,False,True
1740,ARC,Industrials,Specialty Business Services,USA,134890000.0,12.14,10.83,1.21,0.48,0.86,1.18,-999,-0.0745,0.0,0.4965,-0.0218,0.76,0.0725,1.46,0.6,0.04,0.0515,-0.1886,0.1985,-0.9195,8.2353,3.14,0.0,False,True
1768,EGLE,Industrials,Marine Shipping,USA,542970000.0,24.47,11.12,-999,1.23,0.85,11.47,-999,0.3139,0.0,0.5168,-0.0911,4.39,0.0555,0.73,0.85,0.0893,0.0821,-0.185,0.3967,-1.0,5.1507,54.68,589.0,False,True
1789,AOUT,Consumer Cyclical,Leisure,USA,119050000.0,-999,18.28,-999,0.61,0.64,0.65,-999,0.0594,0.0091,0.531,0.079,2.56,-0.0558,1.62,0.13,-0.0552,0.0948,-0.1822,0.3199,-0.7488,0.3199,9.2,50026.0,False,True
1809,ARMN,Basic Materials,Gold,Canada,407980000.0,19.23,-999,-999,0.96,0.68,1.53,-0.684,0.1093,0.0,0.3507,-999,9.12,0.036,2.5,0.62,0.0471,-0.0342,-0.1801,0.441,-0.9967,3.4848,2.96,0.0,False,True
1819,QTRX,Healthcare,Medical Devices,USA,893540000.0,-999,-999,-999,7.66,2.53,8.66,0.2063,0.3161,0.0054,0.8815,-0.0741,1.89,-0.1061,10.27,0.12,-0.3303,-0.0386,-0.1793,1.3573,-0.7448,2.7433,23.62,475068.0,True,False
1822,SMWB,Technology,Software - Application,Israel,499090000.0,-999,128.34,-999,2.35,41.96,1.01,0.1563,0.3925,0.0,0.1912,-0.005,1.64,-1.8676,0.7,5.39,-0.1927,0.2298,-0.179,0.4258,-0.7439,0.4943,6.53,0.0,False,False
1848,LC,Financial,Credit Services,USA,986850000.0,18.37,26.94,-999,0.78,0.82,12.31,-999,0.0991,0.0288,0.7313,0.015,1.74,0.045,-999,0.08,0.0412,0.1902,-0.1758,0.9027,-0.9385,1.0857,9.0,623109.0,True,True
1854,BORR,Energy,Oil & Gas Drilling,Bermuda,1870000000.0,-999,10.59,-999,2.67,1.98,0.37,0.0183,0.3883,0.0,0.5873,-999,5.08,-0.0301,0.75,1.78,-0.0395,0.112,-0.1753,0.3198,-0.8611,14.3143,7.38,0.0,False,False
1871,GRAB,Technology,Software - Application,Singapore,12510000000.0,-999,-999,-999,5.66,1.99,1.24,-999,1.0391,0.0,0.3556,0.0128,4.1,-0.1302,3.76,0.12,-0.3871,0.0193,-0.1735,0.2226,-0.8211,0.4795,3.24,0.0,False,False
1878,CLF,Basic Materials,Steel,USA,9540000000.0,28.35,13.18,-999,0.43,1.19,0.06,0.1526,1.1773,0.0,0.6713,0.0634,3.09,0.0448,0.71,0.43,0.0155,0.0258,-0.1726,0.388,-0.8442,38.3025,18.89,0.0,False,True
1900,DLNG,Energy,Oil & Gas Midstream,Greece,99360000.0,2.68,2.25,2.68,0.63,0.32,1.76,0.3367,0.0094,0.0,0.2116,-0.0169,0.29,0.0865,1.92,0.98,0.2335,-0.0178,-0.1692,0.1688,-0.8941,1.7551,2.7,0.0,False,True
1921,KFS,Consumer Cyclical,Auto & Truck Dealerships,USA,250080000.0,7.78,-999,0.78,2.38,7.67,1.04,-999,0.1531,0.0018,0.4599,0.0024,9.98,0.8873,-999,1.33,0.2803,0.1016,-0.166,0.4144,-0.9069,6.0159,8.84,111936.0,True,True
1933,KNOP,Industrials,Marine Shipping,United Kingdom,199190000.0,-999,-999,-999,0.69,0.39,1.56,-0.0831,-0.0085,0.0,0.1779,-0.0678,1.77,-0.0362,0.44,1.59,-0.0796,0.0152,-0.1643,0.3668,-0.8043,0.3668,5.85,0.0,False,True
1936,INVE,Technology,Computer Hardware,USA,187210000.0,-999,-999,-999,1.61,2.5,0.9,0.3505,0.0979,0.0,0.5592,-0.0115,2.67,-0.0477,1.64,0.21,-0.0412,0.082,-0.164,0.7119,-0.9938,4.8125,8.08,0.0,False,True
1957,AVAH,Healthcare,Medical Care Facilities,USA,479690000.0,-999,-999,-999,0.26,-999,0.25,-0.9367,0.093,0.0,0.1976,-0.0002,9.22,-5.6705,0.87,-999,-0.1856,0.0144,-0.1617,1.9588,-0.8065,2.774,2.52,0.0,False,False
1958,CCL,Consumer Cyclical,Travel Services,USA,20910000000.0,-999,12.32,-999,0.97,3.04,1.92,-999,0.9729,0.0015,0.4752,0.0927,3.39,-0.0106,0.39,4.63,-0.0034,-0.0153,-0.1616,0.9773,-0.7724,7.5045,16.55,5114894.0,True,True
2002,UCBI,Financial,Banks - Regional,USA,3450000000.0,18.78,12.18,18.78,2.64,1.09,-999,-0.0579,0.1813,0.0,0.841,0.0082,4.28,0.0626,-999,0.1,0.1375,0.0471,-0.1564,0.4246,-0.8276,4.2764,29.02,0.0,False,True
2016,NOV,Energy,Oil & Gas Equipment & Services,USA,8270000000.0,16.64,12.21,0.52,1.0,1.5,1.3,-999,-0.0155,0.0,0.965,-0.0279,3.9,0.0961,1.43,0.43,0.0601,0.0689,-0.1542,0.4947,-0.7574,5.2565,21.0,0.0,False,True
2020,TTSH,Consumer Cyclical,Home Improvement Retail,USA,289000000.0,25.98,-999,1.3,0.76,2.44,0.38,0.0871,0.0282,0.0245,0.4345,-0.2518,4.47,0.0905,0.36,1.19,0.0286,-0.0481,-0.1538,0.5946,-0.772,69.4072,6.49,2883323.0,True,True
2040,SWN,Energy,Oil & Gas E&P,USA,7180000000.0,1.41,8.71,0.07,0.87,1.1,0.02,0.0038,0.6713,0.0,0.8241,-0.0435,1.59,1.2869,0.59,0.65,0.6231,-0.0048,-0.1521,0.4267,-0.8766,15.4716,6.52,0.0,False,True
2059,CCO,Communication Services,Advertising Agencies,USA,879080000.0,-999,-999,-999,0.36,-999,0.65,0.3522,-0.0018,0.0,0.8417,0.0308,8.62,-999,0.84,-999,-0.098,0.124,-0.1495,0.8384,-0.7803,4.0207,1.82,0.0,False,False
2066,PWFL,Technology,Communication Equipment,USA,110510000.0,-999,27.0,-999,0.84,1.38,0.53,-0.0539,0.2781,0.0,0.6312,-999,20.7,-0.0252,1.27,0.2,-0.0655,0.0845,-0.149,0.811,-0.8851,0.811,2.97,0.0,False,False
2067,CULP,Consumer Cyclical,Textile Manufacturing,USA,63600000.0,-999,15.45,-999,0.28,0.76,1.3,-999,-0.054,0.0228,0.496,-0.0138,2.84,-0.2091,1.06,0.06,-0.0847,-0.0539,-0.149,0.2143,-0.8642,3.2725,5.1,183147.0,True,True
2095,EGY,Energy,Oil & Gas E&P,USA,469010000.0,14.09,4.83,7.04,1.17,1.06,0.98,0.3558,0.5859,0.0051,0.5078,-0.0256,2.85,0.1097,1.25,0.2,0.0841,-0.0063,-0.1456,0.2707,-0.7122,34.6874,4.46,36982.0,False,True
2100,ACNT,Basic Materials,Steel,USA,100080000.0,-999,11.36,-999,0.36,1.04,0.07,0.6984,0.1176,0.0,0.4785,-0.0461,0.83,-0.1871,1.41,0.9,-0.1341,0.1139,-0.1453,0.3722,-0.7918,5.84,9.88,0.0,False,True
2110,DX,Real Estate,REIT - Mortgage,USA,727390000.0,-999,16.11,-999,-999,0.96,4.2,-0.003,0.2923,0.0,0.4794,0.0878,2.75,-0.0069,-999,6.18,0.144,0.0559,-0.144,0.3417,-0.9342,10.8889,12.84,0.0,False,True
2116,NR,Energy,Oil & Gas Equipment & Services,USA,555640000.0,24.66,19.79,-999,0.69,1.35,0.33,-999,0.0104,0.0009,0.772,-0.0304,2.16,0.0574,1.53,0.25,0.0297,-0.036,-0.1436,0.9206,-0.7439,72.136,6.53,49421.0,False,True
2140,SURG,Technology,Software - Application,USA,121120000.0,5.06,4.08,-999,0.86,4.33,0.75,0.4839,0.7803,0.0008,0.1069,0.1172,5.42,1.6969,1.57,0.23,0.1463,0.1481,-0.1417,0.8428,-0.9014,3.0625,7.15,24544.0,False,False
2148,LE,Consumer Cyclical,Apparel Retail,USA,292170000.0,-999,61.93,-999,0.2,1.17,1.23,-999,0.0224,0.0002,0.3274,-0.0798,8.66,-0.3939,0.41,1.48,-0.0843,0.1116,-0.1406,0.5535,-0.8348,1.2938,9.29,28198.0,False,True
2149,ILPT,Real Estate,REIT - Industrial,USA,281800000.0,-999,-999,-999,0.65,0.39,3.38,-999,0.2875,0.0099,0.5364,0.0134,1.58,-0.1413,-999,6.07,-0.2478,0.0659,-0.1406,1.6018,-0.8507,1.6018,4.28,19000.0,False,True
2187,SBLK,Industrials,Marine Shipping,Greece,2030000000.0,9.98,6.36,-999,2.07,1.11,3.2,-999,0.2937,0.0,0.314,-0.1416,2.06,0.1134,1.21,0.58,0.224,0.0451,-0.1374,0.303,-0.9814,12.7735,21.59,0.0,False,True
2218,CNX,Energy,Oil & Gas E&P,USA,3250000000.0,2.26,9.2,0.05,2.16,0.83,0.0,0.197,0.1617,0.0354,1.0234,-0.0621,11.28,0.4757,0.51,0.54,1.1589,0.0049,-0.1346,0.4269,-0.7937,4.411,20.49,0.0,False,False
2245,BVS,Healthcare,Medical Devices,USA,302890000.0,-999,14.4,-999,0.6,1.71,0.43,-0.8253,0.135,0.0146,0.3172,0.0206,4.88,-0.4706,0.94,2.31,-0.3621,0.0284,-0.1322,5.0133,-0.7588,5.0133,4.81,1767090.0,True,True
2287,JAKK,Consumer Cyclical,Leisure,USA,323450000.0,3.74,6.87,0.25,0.45,1.63,9.58,-999,0.1005,0.0,0.418,-0.0154,1.04,0.5653,1.21,0.13,0.1216,-0.009,-0.1281,1.3497,-0.8978,9.7067,32.12,0.0,False,True
2316,TWST,Healthcare,Diagnostics & Research,USA,2010000000.0,-999,-999,-999,8.2,3.21,5.82,-0.0609,0.6013,0.0,1.0515,0.0245,9.91,-0.2897,5.35,0.15,-0.8348,0.129,-0.1251,2.034,-0.8376,2.034,34.77,0.0,False,False
2321,AQST,Healthcare,Drug Manufacturers - Specialty & Generic,USA,164250000.0,-999,-999,-999,3.42,-999,0.37,-0.1973,-0.0754,0.0,0.3461,-0.0398,3.42,-999,1.47,-999,-0.252,0.1355,-0.1246,2.4167,-0.8811,2.9806,2.46,0.0,False,False
2330,CULL,Financial,Banks - Regional,USA,79500000.0,18.36,-999,-999,4.13,0.77,-999,-0.1015,0.0475,0.0031,0.1092,0.0818,0.93,0.0419,-999,0.35,0.2166,0.0299,-0.124,0.0714,-0.762,0.1526,10.95,71685.0,False,True
2339,KGC,Basic Materials,Gold,Canada,6830000000.0,28.27,13.53,-999,1.63,1.13,0.39,-999,0.0599,0.0,0.5605,0.4375,0.88,0.04,0.89,0.4,0.0583,-0.0318,-0.123,0.6353,-0.8256,3.9422,5.56,0.0,False,True
2340,TEO,Communication Services,Telecom Services,Argentina,977250000.0,20.13,-999,-999,0.23,0.72,3.12,-999,-0.0036,0.0,0.381,-0.245,5.22,0.0356,0.41,0.53,0.0394,0.0562,-0.1229,1.0039,-0.7529,18.2503,7.78,0.0,False,True
2352,LGF-B,Communication Services,Entertainment,USA,2340000000.0,-999,17.58,-999,0.58,-999,1.08,-999,-0.0079,0.0,0.4892,-999,2.18,-3.3203,0.35,-999,-0.2586,0.0425,-0.1209,0.5023,-0.7105,1.5736,9.96,0.0,False,False
2365,GRPN,Communication Services,Internet Content & Information,USA,455460000.0,-999,22.23,-999,0.87,-999,3.18,-999,-0.3045,0.0178,0.4957,-0.0871,4.6,-5.8421,0.48,-999,-0.2635,0.2172,-0.12,3.9481,-0.977,3.9481,14.3,3069745.0,True,True
2369,EGO,Basic Materials,Gold,Canada,2450000000.0,-999,16.47,-999,2.59,0.72,2.35,-1.0389,0.2136,0.0,0.7171,0.0315,2.31,0.1087,2.89,0.18,-0.0252,-0.0278,-0.1196,0.4865,-0.8909,3.7897,12.07,0.0,False,True
2376,MQ,Technology,Software - Infrastructure,USA,3450000000.0,-999,-999,-999,4.54,2.69,2.5,-999,0.7515,0.0014,0.5742,-0.0426,2.96,-0.1488,4.72,0.01,-0.2745,0.04,-0.1185,0.9133,-0.8253,0.9133,6.62,1042722.0,True,False
2377,LGF-A,Communication Services,Entertainment,USA,2510000000.0,-999,18.82,-999,0.62,-999,1.08,-999,-0.0079,0.0,0.2218,0.0013,7.6,-3.3203,0.35,-999,-0.2586,0.0508,-0.1183,0.5394,-0.7426,7.1219,10.66,0.0,False,False
2379,TDS,Communication Services,Telecom Services,USA,2170000000.0,-999,-999,-999,0.42,0.47,2.59,-999,0.0146,0.0,0.8101,0.0102,2.38,-0.0033,1.13,0.86,-0.0167,0.026,-0.1182,1.9806,-0.717,17.2976,19.18,0.0,False,True
2392,VEON,Communication Services,Telecom Services,Netherlands,1340000000.0,-999,-999,-999,0.36,1.26,34.29,-999,-0.1746,0.0,0.2167,-0.3323,1.06,1.1228,0.97,4.55,0.3368,-0.0282,-0.1171,0.5892,-0.9821,2.1783,19.07,0.0,False,True
2394,HEAR,Technology,Consumer Electronics,USA,203750000.0,-999,40.66,-999,0.79,2.81,0.71,-0.6684,0.006,0.0,0.7819,-0.1171,3.14,-0.5444,0.74,0.29,-0.1906,0.0851,-0.1169,0.8979,-0.8692,6.1402,11.71,0.0,False,True
2442,QUAD,Industrials,Specialty Business Services,USA,291950000.0,-999,13.88,-999,0.1,2.05,0.21,-0.3884,-0.0429,0.0,0.3424,-0.1163,15.06,-0.2995,0.51,4.84,-0.0138,0.1115,-0.1123,1.1231,-0.8736,1.845,5.69,0.0,False,True
2455,ACTG,Industrials,Business Equipment & Supplies,USA,413540000.0,-999,14.79,-999,9.01,0.7,4.16,-999,0.5907,0.0,0.862,-0.0381,2.92,-0.0711,22.03,0.01,-0.816,0.0813,-0.1106,0.207,-0.9124,3.3125,4.14,0.0,False,True
2464,SMLR,Healthcare,Medical Devices,USA,308670000.0,18.06,10.4,-999,4.61,4.27,8.16,-999,0.2864,0.0513,0.5713,0.4029,3.51,0.318,7.45,0.0,0.2926,0.0455,-0.1101,1.3499,-0.7067,39.1018,44.93,2147273.0,True,True
