No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
335,ASYS,-999,Technology,Semiconductor Equipment & Materials,USA,65420000.0,-999.0,23.05,-999.0,0.56,0.82,3.84,-999.0,1.2,-999.0,-999.0,-0.14,0.0674,1.241,-999.0,0.2,0.047,0.156,-2.367,0.2022,0.0481,0.6638,-0.0081,0.0074,-0.2183,-0.1971,2.99,1.69,0.22,0.26,0.3511,-0.1645,0.3401,0.0898,-0.3597,-0.5158,1.45,0.0288,-0.6152,0.368,-0.8503,3.9173,Feb 09/a,4.61,521068.0,True,True,5
1955,HROW,RUT,Healthcare,Drug Manufacturers - Specialty & Generic,USA,374730000.0,-999.0,68.1,-999.0,3.28,4.95,5.07,-999.0,2.1,-999.0,-999.0,-0.04,-0.0131,1.3032,0.0303,0.15,0.2243,0.5013,0.4577,0.1461,0.0103,0.6531,-0.0457,0.1624,-0.3692,-0.0537,5.8,5.33,2.49,2.5,0.6978,-0.1244,-0.012,0.0855,0.3173,-0.4115,0.45,0.0475,-0.6223,0.4039,-0.9333,20.34,Nov 13/a,10.67,553636.0,True,False,4
213,AMRC,RUT,Industrials,Engineering & Construction,USA,1200000000.0,26.3,12.86,0.97,0.95,1.38,7.29,-999.0,3.15,-999.0,0.0,0.59,-0.3898,0.5667,0.1676,0.272,0.2426,-0.2405,-0.2246,0.3911,0.0033,0.6165,-0.0038,0.1247,0.0559,0.0241,1.15,1.13,1.22,1.71,0.1812,0.0368,0.0061,0.0663,-0.1795,-0.6164,1.57,-0.1444,-0.6362,0.2495,-0.7743,4.8798,Feb 28/a,22.99,1258488.0,True,True,4
4090,UEIC,-999,Technology,Consumer Electronics,USA,116290000.0,-999.0,8.63,-999.0,0.28,0.65,2.72,6.81,3.3,-999.0,0.0,-0.23,2.3333,3.3333,-999.0,0.15,-0.0997,-0.205,-0.0114,0.1741,0.1183,0.6556,-0.0191,0.0106,-0.4392,-0.513,1.61,1.06,0.07,0.38,0.284,-0.2336,0.037,0.0965,0.0079,-0.6315,1.13,0.0431,-0.6391,0.2792,-0.8883,3.7893,Feb 15/a,8.98,2002938.0,True,True,4
3631,SHYF,RUT,Industrials,Farm & Heavy Construction Machinery,USA,394330000.0,14.09,19.98,0.94,0.41,1.54,39.91,8.22,0.29,0.0217,0.1942,-0.04,-0.5942,0.1345,0.1749,0.15,0.1806,-0.2963,-0.7332,0.1039,0.0032,0.8697,0.0129,0.0407,0.1138,0.0823,1.7,1.05,0.37,0.52,0.186,0.0296,0.0332,0.0678,-0.0179,-0.6392,1.68,-0.0073,-0.6487,0.1068,-0.789,67.5546,Feb 22/b,11.5,125473.0,True,True,5
2937,NYCB,-999,Financial,Banks - Regional,USA,3540000000.0,1.47,5.42,-999.0,0.43,0.34,-999.0,-999.0,-999.0,0.0408,0.2078,0.13,-0.7977,0.3785,0.3289,-0.003,0.5667,0.8,-2.1996,0.0193,0.0145,0.6971,0.002,0.0303,0.239,0.0721,0.57,-999.0,1.97,1.97,-999.0,0.2815,0.0,-0.5015,-0.4754,-0.4896,0.98,-0.4545,-0.6554,0.3611,-0.8622,3.4099,Jan 31/b,4.9,765407.0,True,True,5
33,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1210000000.0,8.15,7.28,-999.0,0.41,0.97,46.89,3.8,0.16,-999.0,0.0,0.04,-0.8852,3.4074,-999.0,-0.122,1.1048,-0.1759,-1.6578,0.8855,0.0088,0.1005,0.0178,0.2793,0.1611,0.0116,0.96,0.58,0.77,0.88,0.2254,0.0092,0.0383,0.066,-0.1306,-0.6368,0.65,-0.0175,-0.6584,0.1749,-0.7189,0.1749,Nov 09/b,7.59,17074422.0,True,True,4
2049,IHRT,RUT,Communication Services,Broadcasting,USA,383350000.0,-999.0,31.64,-999.0,0.1,-999.0,1.8,2.87,1.48,-999.0,-999.0,0.02,-3.2006,1.0112,0.1753,0.07,0.0317,-0.0363,0.9711,0.21,0.0033,0.7646,-0.0056,0.0573,-12.3276,-0.1855,1.82,1.82,-999.0,-999.0,0.4943,-0.2719,-0.0502,0.1522,0.0685,-0.6563,1.85,0.0524,-0.6662,0.493,-0.9062,0.493,Feb 29/b,2.65,205950.0,True,False,6
4334,WOLF,-999,Technology,Semiconductors,USA,3380000000.0,-999.0,-999.0,-999.0,3.89,2.94,1.28,-999.0,20.95,-999.0,-999.0,-0.64,-2.3772,0.2395,0.0117,-999.0,0.0751,-0.0356,-0.5759,0.0214,0.0094,1.0988,-0.0222,0.1542,-0.3157,-0.117,5.13,4.54,4.6,4.6,0.2061,-0.8654,-0.0734,-0.1571,-0.2602,-0.6759,1.69,-0.2629,-0.6756,0.0769,-0.8111,39.9752,Jan 31/a,26.89,855351.0,True,False,4
925,CNTY,RUT,Consumer Cyclical,Resorts & Casinos,USA,90470000.0,-999.0,-999.0,-999.0,0.18,0.7,0.48,-999.0,6.23,-999.0,0.0,-0.36,-4.7366,0.2879,0.0109,0.25,0.2678,0.432,-5.9808,0.1415,0.0097,0.6314,-0.0111,0.0294,-0.1565,-0.0188,2.44,2.39,7.82,7.89,0.3764,-0.042,-0.1235,-0.1757,-0.3726,-0.6809,2.65,-0.2704,-0.7002,0.0171,-0.8187,6.9467,Nov 09/b,2.98,236815.0,True,True,5
464,BCOV,RUT,Technology,Software - Application,USA,96070000.0,-999.0,23.26,-999.0,0.48,1.04,5.85,-999.0,0.38,-999.0,-999.0,0.01,-1.3478,2.1875,0.1768,0.15,0.0645,-0.0549,-0.3975,0.0569,0.0543,0.8116,0.0016,0.0263,-0.2635,-0.2333,0.64,0.64,0.2,0.24,0.6117,-0.1287,-0.0221,-0.1195,-0.1565,-0.6931,0.71,-0.0795,-0.7009,0.0574,-0.9133,0.0574,Feb 22/a,2.21,314907.0,True,True,4
3794,STEM,RUT,Technology,Software - Infrastructure,USA,487970000.0,-999.0,-999.0,-999.0,1.09,1.08,3.89,-999.0,0.8,-999.0,-999.0,-0.15,-0.177,0.4542,-6.974,-999.0,1.0895,0.3441,-1.2279,0.0706,0.0034,0.6738,0.0211,0.2729,-0.268,-0.1325,1.82,1.58,1.3,1.34,0.0207,-0.307,-0.0629,0.1382,-0.034,-0.6946,2.01,-0.0828,-0.7033,0.3433,-0.9392,0.3433,Feb 28/a,3.13,217346.0,True,False,3
3426,RILY,RUT,Financial,Financial Conglomerates,USA,530720000.0,-999.0,-999.0,-999.0,0.36,1.28,0.13,-999.0,138.45,0.2305,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3389,0.0787,-2.655,0.4595,0.0047,0.5018,-0.0418,0.6282,-0.1461,-0.0278,-999.0,-999.0,5.6,5.94,0.5432,-0.0521,-0.0644,-0.1909,-0.2852,-0.6154,1.55,-0.1865,-0.7142,0.0423,-0.8878,110.0948,Nov 09/a,17.35,819908.0,True,True,2
3136,PETS,RUT,Healthcare,Pharmaceutical Retailers,USA,110190000.0,-999.0,94.73,-999.0,0.41,0.97,2.06,6.33,2.53,0.1152,104.3478,0.02,-5.5,2.2222,-0.6368,-0.0002,-0.0101,0.0857,-1.0268,0.0473,0.0658,0.7303,-0.0886,0.2037,-0.0483,-0.053,2.1,1.64,0.01,0.02,0.2602,-0.0225,-0.1288,-0.2383,-0.3487,-0.742,0.72,-0.2434,-0.743,-0.0095,-0.9099,59.5088,Feb 08/a,5.21,451683.0,True,True,4
943,COMM,RUT,Technology,Communication Equipment,USA,462290000.0,-999.0,2.85,-999.0,0.06,-999.0,0.89,0.84,2.45,-999.0,-999.0,0.05,-0.5704,0.0737,-999.0,-999.0,0.2325,-0.3283,-106.1187,0.0336,0.0674,0.8523,-0.002,0.0435,-18.3838,-0.2569,2.08,1.2,-999.0,-999.0,0.2756,-0.2674,0.0,-0.0802,0.2976,-0.7477,2.1,-0.0911,-0.7493,0.6269,-0.949,0.6269,Feb 29/b,2.18,769863.0,True,False,5
3589,SEDG,-999,Technology,Solar,Israel,4830000000.0,23.3,484.7,-999.0,1.36,1.94,4.7,-999.0,18.1,-999.0,0.0,-1.34,-0.4047,-0.9505,-0.0272,-0.0012,0.3686,-0.1332,-3.507,0.0092,0.0404,0.9299,0.0173,0.1527,0.0958,0.0679,3.84,2.49,0.29,0.29,0.2877,0.0613,0.0939,0.2279,0.0627,-0.7527,1.55,0.0584,-0.7495,0.3448,-0.7817,6.4943,Feb 20/a,85.06,1453082.0,True,True,4
4171,VERI,RUT,Technology,Software - Infrastructure,USA,93200000.0,-999.0,-999.0,-999.0,0.68,4.98,1.29,-999.0,1.94,-999.0,-999.0,-0.15,-1.0966,0.6274,0.3518,-999.0,0.5736,-0.0555,-3.9141,0.1363,0.0099,0.3721,0.0124,0.154,-1.4701,-0.4165,0.87,0.87,7.44,7.58,0.602,-0.4792,0.3351,0.5212,0.2938,-0.7439,2.84,0.3289,-0.75,0.6959,-0.9665,1.0574,Mar 12/a,2.51,101992.0,True,False,3
3889,TCS,-999,Consumer Cyclical,Specialty Retail,USA,64000000.0,-999.0,-999.0,-999.0,0.07,0.27,4.0,3.98,0.31,-999.0,-999.0,-0.1,-1.52,0.8333,-999.0,0.153,0.0421,-0.148,-2.5386,0.3483,0.0033,0.3808,-0.0158,0.0202,-0.6856,-0.3213,1.21,0.37,2.2,2.5,0.5287,-0.2564,-0.0746,-0.2051,-0.3542,-0.7449,1.17,-0.3302,-0.752,0.3053,-0.9737,0.3053,Feb 06/a,1.24,131172.0,True,True,3
1048,CTSO,-999,Healthcare,Medical Devices,USA,52730000.0,-999.0,-999.0,-999.0,1.42,2.39,6.31,-999.0,0.16,-999.0,-999.0,-0.14,0.12,0.2273,-0.1877,-999.0,0.1521,0.0862,0.2595,0.1182,0.0386,0.3596,-0.0291,0.0391,-0.8131,-0.6583,1.61,1.36,0.92,0.97,0.616,-0.6323,-0.0098,0.015,-0.1368,-0.7098,0.59,-0.1444,-0.7646,0.2024,-0.9898,0.3467,Nov 09/a,1.01,305002.0,True,False,4
882,CMBM,RUT,Technology,Communication Equipment,USA,127840000.0,-999.0,10.36,-999.0,0.58,1.36,6.83,-999.0,0.68,-999.0,0.0,-0.23,0.7939,2.9676,-1.0953,0.2,0.0023,-0.5242,-4.9797,0.5649,0.0023,0.361,0.0021,0.0268,-0.5294,-0.5156,1.73,1.02,0.3,0.33,0.2952,-0.2887,0.0359,-0.0455,0.1106,-0.7852,0.96,-0.0461,-0.798,0.3088,-0.9304,0.3088,Feb 15/a,4.62,200567.0,True,True,4
3178,PIII,RUT,Healthcare,Medical Care Facilities,USA,119850000.0,-999.0,-999.0,-999.0,0.1,0.63,2.09,-999.0,0.5,-999.0,-999.0,-0.08,0.9067,0.5674,-999.0,-999.0,0.4723,0.1615,0.5562,0.5859,0.019,0.1874,0.0014,0.0618,-0.9498,-0.4079,0.67,0.67,0.65,0.65,-0.0387,-0.1073,-0.0545,-0.1261,-0.2061,0.0097,1.09,-0.1335,-0.8129,0.4851,-0.9378,0.4851,Nov 08/a,1.04,4211163.0,True,False,4
657,BW,RUT,Industrials,Specialty Industrial Machinery,USA,108140000.0,-999.0,48.4,-999.0,0.1,-999.0,1.97,-999.0,0.61,-999.0,-999.0,-0.06,-0.0349,1.0562,0.6496,0.0699,-0.0059,0.1142,-4.5637,0.0393,0.0968,0.8197,0.0589,0.0221,-6.5727,-0.5094,1.38,1.09,-999.0,-999.0,0.2103,-0.1365,-0.0692,0.0708,-0.2711,-0.8153,1.38,-0.1246,-0.8226,0.2669,-0.995,0.5714,Nov 09/a,1.21,245909.0,True,True,5
4028,TSE,RUT,Basic Materials,Specialty Chemicals,USA,168260000.0,-999.0,-999.0,-999.0,0.05,-999.0,0.65,2.14,7.36,0.0084,-999.0,-2.1,0.2647,0.4168,-999.0,0.3029,0.0143,-0.1412,0.2787,0.0245,0.1289,0.8302,-0.059,0.0217,-9.2095,-0.3402,1.78,1.17,-999.0,-999.0,0.0353,-0.1908,-0.1801,-0.1325,-0.2971,-0.8256,1.58,-0.2779,-0.8263,0.109,-0.944,0.109,Feb 12/a,4.78,763480.0,True,True,5
2420,LPSN,RUT,Technology,Software - Application,USA,202910000.0,-999.0,33.84,-999.0,0.47,4.37,0.95,-999.0,2.65,-999.0,-999.0,0.02,1.3274,-0.7146,-0.5677,0.25,0.2004,-0.2179,-0.2291,0.1985,0.1267,0.6993,-0.0137,0.0734,-1.5103,-0.1818,1.15,1.15,11.4,13.06,0.5736,-0.2369,-0.0564,-0.1463,-0.2277,-0.8331,1.65,-0.2086,-0.8309,0.0773,-0.9652,34.8571,Feb 28/a,2.51,6292761.0,True,False,3
2630,MOND,RUT,Consumer Cyclical,Travel Services,USA,201790000.0,-999.0,-999.0,-999.0,1.0,-999.0,4.21,-999.0,0.56,-999.0,-999.0,-0.1,-2.05,0.5779,-999.0,-999.0,0.3557,0.3817,0.6696,0.7397,0.0013,0.1116,-0.4973,0.1985,-0.9989,-0.3768,1.1,1.1,3.9,4.18,0.3902,-0.3468,0.0307,0.093,-0.419,-0.8024,-0.13,-0.0709,-0.8351,0.224,-0.8616,0.224,Nov 14/b,2.35,192500.0,True,False,4
1057,CUTR,RUT,Healthcare,Medical Devices,USA,58420000.0,-999.0,-999.0,-999.0,0.25,-999.0,0.33,-999.0,9.0,-999.0,-999.0,-0.82,-2.6708,0.1695,-999.0,0.25,0.1467,-0.2596,-999.0,0.0849,0.0211,1.4298,-0.0093,0.3806,-44.4726,-0.2133,3.59,2.81,-999.0,-999.0,0.4868,-0.3329,0.1183,-0.0314,0.1862,-0.9179,1.77,0.0005,-0.9186,1.1232,-0.9606,1.1232,Nov 08/a,2.93,346300.0,True,True,5
1811,GRPN,-999,Communication Services,Internet Content & Information,USA,709300000.0,-999.0,28.32,-999.0,1.35,-999.0,7.0,-999.0,2.6,-999.0,-999.0,0.12,0.6841,1.9257,-999.0,0.009,-0.3045,-0.1241,0.2923,0.5805,0.0145,0.3449,-0.0871,0.239,-5.8421,-0.7703,0.48,0.48,-999.0,-999.0,0.8708,-0.2635,0.1359,0.5415,0.8166,1.351,1.66,0.3867,0.0022,5.3045,-0.9707,5.3045,Nov 09/b,18.22,3069745.0,True,True,3
3700,SNCR,-999,Technology,Software - Infrastructure,USA,111790000.0,-999.0,-999.0,-999.0,0.48,2.85,6.36,4.68,1.69,-999.0,-999.0,-0.1,-1.7531,-0.2295,0.4775,0.1,-0.0614,-0.0709,-2.9782,0.0771,1.3778,0.5253,-0.1394,0.0176,-0.2961,-0.1694,1.15,1.15,1.5,1.55,0.5232,-0.1937,0.7387,0.9388,1.4696,0.13,1.65,0.8425,0.0237,2.9926,-0.9778,2.9926,Nov 07/a,10.78,845266.0,True,False,3
