No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
325,ASPN,Industrials,Building Products & Equipment,USA,867760000.0,-999.0,-999.0,-999.0,4.05,1.95,1.24,-0.2042,0.1877,0.045,0.8834,0.0058,5.4,-0.1854,2.71,0.33,-0.2564,-0.1147,-0.3433,1.1352,-0.8277,6.1062,11.37,378338.0,True,False,4
247,APA,Energy,Oil & Gas E&P,USA,9160000000.0,6.2,5.98,-999.0,1.07,8.61,0.31,0.2651,0.1885,0.0,0.8229,-0.0357,3.17,1.8176,0.89,5.28,0.1777,-0.1177,-0.3447,0.0097,-0.7974,10.6531,30.24,0.0,False,True,4
1849,HAFC,Financial,Banks - Regional,USA,482290000.0,6.06,6.74,0.76,1.21,0.69,-999.0,0.0787,0.0981,0.0042,0.8886,-0.0156,2.67,0.119,-999.0,0.65,0.2003,-0.1275,-0.3466,0.1888,-0.9144,1.645,15.87,14230.0,False,True,6
874,CLPT,Healthcare,Medical Devices,USA,176030000.0,-999.0,-999.0,-999.0,7.89,7.31,0.99,0.0608,0.3001,0.0,0.2521,0.0619,12.62,-0.6833,5.07,0.58,-0.9792,0.0774,-0.347,0.7654,-0.9642,4.3759,7.15,0.0,False,False,5
3623,SIRI,Communication Services,Entertainment,USA,19850000000.0,15.97,16.36,2.28,2.22,-999.0,0.06,0.0466,0.0987,0.0001,0.1058,-0.0506,13.44,-999.0,0.39,-999.0,0.1405,-0.0045,-0.3497,0.5572,-0.9213,104.0802,5.17,1026900.0,True,True,6
2400,LMND,Financial,Insurance - Property & Casualty,USA,1120000000.0,-999.0,-999.0,-999.0,3.36,1.54,-999.0,-0.5599,0.8822,0.0,0.3645,0.0684,8.81,-0.3161,-999.0,0.05,-0.774,-0.0647,-0.3531,0.5636,-0.9148,0.5636,16.05,0.0,False,False,3
895,CMLS,Communication Services,Broadcasting,USA,83370000.0,-999.0,-999.0,-999.0,0.1,0.19,4.45,-999.0,-0.0318,0.0,0.4311,-0.1941,2.61,-0.0501,2.15,2.67,-0.0227,-0.1066,-0.3545,0.7432,-0.8277,0.7432,4.48,0.0,False,True,3
642,BTE,Energy,Oil & Gas E&P,Canada,2540000000.0,3.26,4.94,0.18,1.42,0.72,0.02,0.3272,0.3305,0.0,0.2688,-999.0,1.8,0.2014,0.77,0.56,0.3095,-0.1029,-0.3548,0.0381,-0.9516,14.7895,3.0,0.0,False,True,6
3053,PAHC,Healthcare,Drug Manufacturers - Specialty & Generic,USA,430520000.0,20.76,8.79,5.61,0.44,1.58,2.25,-0.1291,0.0372,0.0,0.4976,-0.018,4.36,0.0774,1.77,1.9,0.0212,-0.0427,-0.3565,0.1309,-0.8054,0.1309,10.63,0.0,False,True,3
2369,LFVN,Consumer Defensive,Packaged Foods,USA,71940000.0,24.12,8.6,2.01,0.34,2.64,1.35,-0.1319,0.0119,0.0211,0.293,0.0971,2.27,0.1,1.03,0.5,0.014,-0.075,-0.3567,0.943,-0.9583,11.4091,5.59,276952.0,True,True,4
214,AMSC,Industrials,Specialty Industrial Machinery,USA,343370000.0,-999.0,279.25,-999.0,2.54,4.37,0.8,0.0617,0.1768,0.0,0.4672,0.0134,1.65,-0.1967,0.72,0.03,-0.1212,0.0595,-0.3569,2.0771,-0.9851,2.8651,11.17,0.0,False,False,4
4149,VET,Energy,Oil & Gas E&P,Canada,1680000000.0,2.4,4.41,0.11,1.01,0.59,0.0,0.7278,0.2962,0.0,0.3372,-999.0,2.19,0.2869,0.86,0.26,0.4286,-0.1295,-0.3573,-0.0144,-0.8587,5.8467,10.27,0.0,False,True,6
3616,SIGA,Healthcare,Drug Manufacturers - Specialty & Generic,USA,331280000.0,-999.0,4.2,-999.0,9.52,2.67,1.0,-999.0,0.6568,0.0,0.4784,0.0865,13.05,-0.0336,2.64,0.01,-0.1437,-0.1424,-0.3589,0.1056,-0.8131,25.8393,4.66,0.0,False,True,4
3349,RBBN,Communication Services,Telecom Services,USA,532360000.0,-999.0,9.28,-999.0,0.64,1.2,0.14,-0.0086,0.1111,0.0002,0.7201,0.1741,8.65,-0.1132,0.98,0.79,-0.0633,0.1613,-0.3595,0.7416,-0.9934,2.4444,3.1,12098.0,False,True,3
523,BIDU,Communication Services,Internet Content & Information,China,28420000000.0,11.33,9.51,1.0,1.51,1.09,100.37,-0.177,0.0499,0.0,0.2587,-0.1164,1.55,0.1006,2.82,0.36,0.1708,-0.0909,-0.3611,0.0541,-0.7103,22.1301,102.79,0.0,False,True,5
422,BABA,Consumer Cyclical,Internet Retail,China,172080000000.0,9.95,7.82,0.88,1.33,1.3,34.96,0.0129,0.2891,0.0,0.1478,-0.105,1.95,0.136,1.94,0.16,0.1445,-0.0258,-0.3615,0.0783,-0.775,0.2561,71.85,0.0,False,True,6
1861,HBI,Consumer Cyclical,Apparel Manufacturing,USA,1670000000.0,-999.0,10.46,-999.0,0.29,6.08,0.55,-999.0,-0.0175,0.0,0.8572,-0.062,5.07,-1.0829,0.65,14.71,-0.0884,0.156,-0.3619,0.3446,-0.8632,2.7043,4.76,0.0,False,True,1
3474,RRGB,Consumer Cyclical,Restaurants,USA,162690000.0,-999.0,-999.0,-999.0,0.13,-999.0,3.93,-999.0,0.0177,0.4867,0.7598,-0.1342,16.6,-2.4035,0.42,-999.0,-0.0401,-0.0235,-0.363,0.5133,-0.8894,1.6015,10.51,2996123.0,True,False,4
2964,OI,Consumer Cyclical,Packaging & Containers,USA,2320000000.0,6.28,6.07,1.61,0.32,1.17,5.12,0.2743,0.0014,0.0,0.9626,0.0014,3.42,0.2286,0.87,2.47,0.0531,-0.0299,-0.3636,0.1062,-0.7525,5.0,15.0,0.0,False,True,3
341,ATHM,Communication Services,Internet Content & Information,China,2960000000.0,10.34,10.99,3.93,2.92,0.88,26.03,-0.0174,-0.0107,0.0,0.5016,-0.0391,3.47,0.0855,6.31,0.0,0.2828,-0.0924,-0.3644,-0.0054,-0.8372,0.2576,24.04,0.0,False,True,5
3868,TCX,Technology,Software - Infrastructure,Canada,253970000.0,-999.0,-999.0,-999.0,0.77,8.44,10.45,-999.0,-0.0174,0.0007,0.6,0.0265,28.23,-1.2724,1.37,19.07,-0.2604,-0.0074,-0.3667,0.4888,-0.7527,57.25,23.3,-420.0,False,True,2
2203,JMIA,Consumer Cyclical,Internet Retail,Germany,322990000.0,-999.0,-999.0,-999.0,1.57,3.7,0.54,-0.0049,0.1076,0.0,0.1664,0.1156,5.22,-0.8955,1.51,0.08,-0.6855,-0.0466,-0.3694,0.4427,-0.9541,0.493,3.21,0.0,False,False,4
537,BITF,Financial,Capital Markets,Canada,676170000.0,-999.0,-999.0,-999.0,5.32,2.16,0.22,-999.0,0.9385,0.0,0.2435,-999.0,1.05,-0.2286,2.8,0.09,-0.4948,-0.0398,-0.3708,2.2941,-0.776,9.4918,2.24,0.0,False,True,4
91,AES,Utilities,Utilities - Diversified,USA,11400000000.0,-999.0,8.93,-999.0,0.89,5.87,3.98,0.0038,0.0456,0.0255,0.9434,0.0033,3.24,-0.1271,0.74,6.52,-0.0439,-0.057,-0.3709,0.4891,-0.7662,17.5,17.02,708149.0,True,True,3
1470,FANH,Financial,Insurance Brokers,China,321720000.0,6.08,8.95,0.79,0.68,1.1,3.97,-0.2442,-0.0486,0.0,0.1074,-0.0665,9.38,0.2067,-999.0,0.14,0.1116,-0.0776,-0.3721,0.1541,-0.8432,0.3898,5.99,0.0,False,True,3
4251,WBD,Communication Services,Entertainment,USA,25000000000.0,-999.0,-999.0,-999.0,0.59,0.56,1.01,-0.3819,0.483,0.0002,0.613,-0.0,3.74,-0.1035,0.88,1.0,-0.1148,-0.0704,-0.3727,0.1057,-0.8688,1.0025,10.25,0.0,False,True,3
2365,LFMD,Healthcare,Health Information Services,USA,223050000.0,-999.0,-999.0,-999.0,1.64,-999.0,0.39,-0.6117,1.0652,0.0151,0.2495,-0.0227,2.77,-7.1995,0.65,-999.0,-0.2349,-0.1921,-0.3754,3.9912,-0.8277,36.9333,5.69,501018.0,True,False,4
2957,OFIX,Healthcare,Medical Devices,USA,518680000.0,-999.0,-999.0,-999.0,0.78,0.84,0.92,-999.0,0.0084,0.0052,0.9574,-0.0057,3.53,-0.2872,1.13,0.18,-0.2039,0.0982,-0.3762,0.4736,-0.8105,1.5084,14.11,101025.0,True,True,5
1184,DLTH,Consumer Cyclical,Apparel Retail,USA,168950000.0,-999.0,-999.0,-999.0,0.26,0.78,0.24,-0.3729,0.0375,0.0,0.2233,-0.0039,10.25,-0.0405,0.18,1.04,-0.0138,-0.0499,-0.3782,0.0538,-0.8717,0.7407,4.9,0.0,False,True,3
506,BGS,Consumer Defensive,Packaged Foods,USA,809790000.0,-999.0,12.17,-999.0,0.38,0.96,4.58,-999.0,0.0646,0.0,0.6456,-0.0314,5.27,-0.0529,0.76,3.04,-0.0211,0.0095,-0.3825,0.4306,-0.7892,3.385,10.3,0.0,False,True,3
1898,HHS,Industrials,Conglomerates,USA,55230000.0,2.51,10.85,-999.0,0.28,2.69,1.98,-999.0,-0.0656,0.0261,0.3767,0.1782,1.41,2.7558,1.61,0.93,0.117,0.0645,-0.3826,0.53,-0.9757,5.9545,7.65,499095.0,True,True,4
3764,SSYS,Technology,Computer Hardware,USA,923710000.0,-999.0,50.3,-999.0,1.46,1.05,2.67,0.1041,0.0026,0.0,0.5561,-0.198,2.81,-0.1207,1.93,0.02,-0.1753,0.0389,-0.3849,0.3427,-0.9033,20.376,13.36,0.0,False,False,5
2567,MHH,Industrials,Staffing & Employment Services,USA,99060000.0,-999.0,10.11,-999.0,0.47,1.15,1.37,0.3432,0.0826,0.0,0.1742,0.0062,0.94,-0.0029,2.85,0.05,-0.0012,0.0171,-0.3862,0.1387,-0.7151,28.5848,8.54,0.0,False,True,5
849,CINT,Technology,Software - Infrastructure,Brazil,588480000.0,18.48,14.1,-999.0,1.29,2.06,0.35,-999.0,0.3688,0.0,0.1182,-0.0025,4.72,0.1341,1.6,0.62,0.0718,-0.1125,-0.3876,0.3295,-0.8027,0.3295,4.44,0.0,False,True,4
2513,MCHX,Communication Services,Advertising Agencies,USA,58480000.0,-999.0,-999.0,-999.0,1.17,1.54,0.32,-0.0482,-0.1003,0.0034,0.6022,-0.016,4.61,-0.2864,2.44,0.07,-0.2478,-0.0385,-0.3891,0.1066,-0.94,0.2273,1.35,37714.0,False,False,3
4379,YTRA,Consumer Cyclical,Travel Services,India,104120000.0,-999.0,22.55,-999.0,2.07,1.51,0.99,0.4988,-0.0041,0.0,0.4629,0.0186,0.98,-0.1543,1.96,0.34,-0.1213,-0.0015,-0.3891,0.1643,-0.8732,2.0035,1.63,0.0,False,False,4
847,CIM,Real Estate,REIT - Mortgage,USA,1080000000.0,9.38,6.44,-999.0,1.61,0.69,0.61,-999.0,-0.1021,0.0,0.4873,-0.0004,1.42,0.0749,-999.0,4.12,0.177,-0.0551,-0.3892,0.0719,-0.944,0.0719,4.77,0.0,False,True,3
2721,MYO,Healthcare,Medical Devices,USA,90170000.0,-999.0,-999.0,-999.0,4.87,8.18,0.42,0.5558,0.624,0.0393,0.388,-0.0051,0.75,-0.8336,2.52,0.06,-0.424,-0.1608,-0.3907,8.1644,-0.9951,8.2141,3.4,297497.0,True,False,5
1065,CVEO,Industrials,Specialty Business Services,USA,331140000.0,-999.0,51.41,-999.0,0.48,1.14,0.53,0.536,0.1073,0.0,0.8012,0.0167,0.4,-0.0271,1.47,0.39,-0.0127,-0.0028,-0.3913,0.2563,-0.9341,4.4992,22.45,0.0,False,True,5
3277,PSFE,Technology,Software - Infrastructure,United Kingdom,903120000.0,-999.0,5.6,-999.0,0.58,1.03,3.7,-999.0,0.0243,0.0,0.2292,-0.0091,2.22,-0.0511,1.12,2.9,-0.0266,0.1795,-0.3922,0.5935,-0.9372,0.5935,14.74,0.0,False,False,3
1293,EFXT,Energy,Oil & Gas Equipment & Services,Canada,628330000.0,-999.0,-999.0,-999.0,0.28,0.55,1.04,-999.0,0.0972,0.0,0.5512,-999.0,6.37,-0.0437,0.93,0.98,-0.0209,0.1001,-0.3935,0.2868,-0.7369,0.69,5.07,0.0,False,True,4
256,API,Technology,Software - Application,China,230790000.0,-999.0,-999.0,-999.0,1.53,0.36,2.6,-0.2656,0.4406,0.0,0.2981,-0.0534,6.11,-0.1737,4.63,0.01,-0.8239,0.1026,-0.3938,0.2405,-0.9744,0.2405,2.94,-560480957.0,False,False,5
764,CDE,Basic Materials,Gold,USA,1050000000.0,-999.0,24.38,-999.0,1.38,1.0,0.16,-1.0851,0.0537,0.0006,0.7054,0.0173,3.61,-0.031,0.41,0.5,-0.0382,-0.0833,-0.3978,0.37,-0.9924,0.6914,2.74,5156.0,False,True,3
4076,ULBI,Industrials,Electrical Equipment & Parts,USA,116180000.0,28.08,-999.0,1.6,0.77,0.95,0.57,-999.0,0.1219,0.0102,0.2894,-0.0228,2.89,0.0346,1.63,0.23,0.0273,0.0035,-0.4,0.842,-0.7151,3.6169,7.11,542033.0,True,True,5
1963,HRTG,Financial,Insurance - Property & Casualty,USA,176510000.0,5.56,4.46,-999.0,0.24,1.04,-999.0,-1.6874,0.0847,0.0091,0.3332,-0.1262,0.9,0.1997,-999.0,1.0,0.0372,-0.1692,-0.4004,2.1223,-0.7848,4.2411,5.87,499986.0,True,True,2
888,CMCL,Basic Materials,Gold,United Kingdom,201880000.0,-999.0,10.56,-999.0,1.5,0.83,0.56,0.1004,0.203,0.0,0.2924,-0.0095,4.81,-0.0427,1.0,0.09,-0.0674,-0.1146,-0.4016,0.1097,-0.9773,9.9171,10.52,0.0,False,True,5
891,CMCT,Real Estate,REIT - Office,USA,79080000.0,-999.0,-999.0,-999.0,0.68,-999.0,1.9,-999.0,-0.1678,0.0,0.2783,-0.003,2.72,-0.1012,-999.0,1.26,-0.5914,-0.0611,-0.4017,0.0579,-0.8978,0.0579,3.47,0.0,False,True,2
1871,HCM,Healthcare,Drug Manufacturers - Specialty & Generic,Hong Kong,2150000000.0,-999.0,-999.0,-999.0,2.81,2.74,4.91,-0.5819,0.2073,0.0,0.1149,-0.1906,4.27,-0.0465,3.04,0.05,-0.048,-0.2663,-0.4038,0.1573,-0.7187,0.6725,12.36,0.0,False,False,4
1026,CSTE,Industrials,Building Products & Equipment,Israel,134630000.0,-999.0,-999.0,-999.0,0.23,0.37,2.29,-999.0,0.0589,0.0,0.3565,-0.0495,2.24,-0.3068,1.47,0.34,-0.2199,-0.0304,-0.4042,0.1142,-0.9446,0.1142,3.9,0.0,False,True,5
2636,MPAA,Consumer Cyclical,Auto Parts,USA,185310000.0,-999.0,7.62,-999.0,0.26,0.57,0.63,-999.0,0.0996,0.197,0.8199,0.0097,9.36,-0.0028,0.52,0.78,-0.0013,0.0071,-0.4045,1.2183,-0.7697,22.2615,9.45,1073777.0,True,True,4
4054,UAA,Consumer Cyclical,Apparel Manufacturing,USA,3400000000.0,8.6,12.86,1.01,0.58,1.62,1.54,-999.0,0.0412,0.0,0.3306,-0.0178,2.42,0.2101,1.35,0.7,0.0703,-0.0559,-0.4059,0.2321,-0.8583,4.026,7.75,0.0,False,True,4
1210,DOMO,Technology,Software - Application,USA,413810000.0,-999.0,-999.0,-999.0,1.3,-999.0,1.57,0.1432,0.2133,0.026,0.6505,0.0071,3.01,-999.0,0.56,-999.0,-0.2409,0.1453,-0.4081,0.4524,-0.8851,0.4829,11.3,1749437.0,True,False,5
3698,SOHU,Communication Services,Electronic Gaming & Multimedia,China,329300000.0,-999.0,-999.0,-999.0,0.53,0.31,27.67,0.4892,-0.1307,0.0,0.3551,-0.0533,1.19,-0.0556,3.07,0.0,-0.0973,0.0396,-0.4085,0.2513,-0.9108,17.7692,9.76,0.0,False,True,5
3124,PESI,Industrials,Waste Management,USA,111470000.0,-999.0,24.09,-999.0,1.33,2.86,0.15,0.015,0.1452,0.0023,0.2514,-0.0005,4.08,-0.0278,1.14,0.15,-0.0154,0.0337,-0.4095,0.7062,-0.8015,3.55,8.19,52270.0,False,True,5
3103,PDM,Real Estate,REIT - Office,USA,827620000.0,14.98,-999.0,3.74,1.41,0.47,0.09,0.0529,-0.0146,0.0,0.8634,0.0095,2.5,0.031,-999.0,1.19,0.0942,-0.034,-0.4116,0.3625,-0.73,0.3625,6.69,0.0,False,True,3
594,BOOM,Energy,Oil & Gas Equipment & Services,USA,325050000.0,10.32,8.02,0.52,0.45,0.8,1.8,-999.0,0.361,0.001,0.8229,-0.0676,3.21,0.0805,1.1,0.41,0.0429,-0.0497,-0.4127,0.1048,-0.7855,51.64,16.45,-9810.0,False,True,5
382,AVNS,Healthcare,Medical Devices,USA,870100000.0,-999.0,13.23,-999.0,1.16,0.71,2.31,-0.0878,0.0593,0.0,0.954,-0.0042,3.1,0.0027,2.16,0.25,-0.0739,-0.0958,-0.4142,0.0873,-0.7431,0.0873,18.74,0.0,False,True,5
682,BYON,Consumer Cyclical,Internet Retail,USA,1040000000.0,-999.0,-999.0,-999.0,0.66,2.02,7.18,0.2858,0.0788,0.2847,0.7,-0.1173,3.29,-0.2743,1.74,0.08,-0.1034,-0.0119,-0.4144,0.6776,-0.821,8.0909,23.0,2970954.0,True,True,5
3247,PRCH,Technology,Software - Application,USA,230370000.0,-999.0,-999.0,-999.0,0.61,-999.0,3.95,-999.0,0.6985,0.113,0.4782,-0.1374,5.1,-4.283,1.01,-999.0,-0.4395,-0.0108,-0.416,3.7071,-0.9153,3.7071,2.33,1874860.0,True,False,5
1874,HCSG,Healthcare,Medical Care Facilities,USA,687540000.0,21.71,13.45,2.41,0.41,1.56,1.64,-0.171,-0.0406,0.0,1.0337,-0.0602,4.24,0.074,2.74,0.13,0.0191,-0.0671,-0.417,0.064,-0.8343,31.9111,9.31,0.0,False,True,3
3513,SAFE,Real Estate,REIT - Diversified,USA,1470000000.0,-999.0,13.64,-999.0,5.22,0.65,0.56,-0.823,-0.3174,0.002,0.6607,0.0175,7.34,-0.0897,-999.0,1.77,-0.6494,-0.0382,-0.418,0.3787,-0.9066,10.2785,20.68,-451394.0,False,True,2
4068,UFI,Consumer Cyclical,Textile Manufacturing,USA,110710000.0,-999.0,9.4,-999.0,0.19,0.36,1.99,-999.0,-0.0027,0.1078,0.5645,-0.085,2.43,-0.1712,1.76,0.48,-0.0918,-0.0486,-0.42,0.0444,-0.9533,3.6288,6.11,2095403.0,True,True,4
1659,FVRR,Communication Services,Internet Content & Information,Israel,1060000000.0,-999.0,12.6,-999.0,3.01,3.29,10.42,-0.2548,0.473,0.0,0.4794,-0.0152,5.74,-0.0082,2.71,1.43,-0.0066,0.0429,-0.4201,0.3792,-0.9177,0.6154,27.64,0.0,False,False,3
1580,FNKO,Consumer Cyclical,Leisure,USA,391180000.0,-999.0,-999.0,-999.0,0.34,1.63,0.63,-999.0,0.2105,0.0886,0.6558,0.0526,8.34,-0.5812,0.58,1.68,-0.1631,0.0964,-0.4218,0.4725,-0.7506,1.4872,7.76,10196596.0,True,True,2
208,AMPY,Energy,Oil & Gas E&P,USA,231080000.0,0.63,5.52,0.04,0.71,0.67,0.16,-999.0,0.2776,0.0226,0.4056,0.0224,2.45,2.3235,0.72,0.37,1.102,-0.0165,-0.4223,0.0814,-0.7636,11.0,5.91,129249.0,True,True,5
2168,IVR,Real Estate,REIT - Mortgage,USA,432260000.0,-999.0,2.03,-999.0,1.63,0.88,7.76,-999.0,-3.4551,0.0,0.4544,-0.0019,1.43,-0.0085,-999.0,6.35,-0.1103,0.0196,-0.4266,0.4069,-0.9583,0.4069,8.92,0.0,False,False,2
103,AG,Basic Materials,Silver,Canada,1380000000.0,-999.0,-999.0,-999.0,2.35,1.03,0.67,-0.063,0.2208,0.0,0.2924,-999.0,2.55,-0.1208,2.37,0.19,-0.2772,-0.1413,-0.4279,0.0959,-0.8214,10.1628,4.8,0.0,False,True,4
3885,TELA,Healthcare,Medical Devices,USA,169960000.0,-999.0,-999.0,-999.0,3.2,5.56,2.38,-0.0237,0.5174,0.0032,0.6227,0.1728,4.62,-1.6249,4.43,1.33,-0.8243,0.1214,-0.4282,0.6388,-0.7052,0.6388,6.94,109602.0,True,False,3
997,CRK,Energy,Oil & Gas E&P,USA,2130000000.0,3.4,9.66,0.17,1.02,0.93,0.07,-999.0,0.8008,0.0,0.3436,0.0343,5.25,0.3183,0.42,1.16,0.2976,-0.1479,-0.4334,-0.0026,-0.9831,1.8939,7.64,0.0,False,True,4
3810,SVM,Basic Materials,Silver,Canada,419060000.0,13.12,9.71,2.62,2.03,0.86,1.07,-0.1609,0.0466,0.0,0.2897,-0.0939,2.02,0.0681,3.93,0.0,0.1568,-0.0752,-0.435,0.1394,-0.8548,23.1017,2.37,0.0,False,True,6
788,CERS,Healthcare,Medical Devices,USA,353340000.0,-999.0,-999.0,-999.0,2.3,7.34,0.44,-999.0,0.208,0.0045,0.82,-0.0034,2.96,-0.8209,1.35,1.97,-0.3241,0.0344,-0.4364,0.6183,-0.9762,2.5455,1.95,45989.0,False,False,3
3846,TASK,Technology,Information Technology Services,USA,1100000000.0,27.08,9.42,3.08,1.19,2.61,1.28,-999.0,0.3943,0.0,0.1825,0.0151,4.04,0.1046,2.93,0.73,0.0484,-0.0171,-0.4377,0.557,-0.8553,0.557,12.37,0.0,False,True,4
2024,ICL,Basic Materials,Agricultural Inputs,Israel,5920000000.0,6.51,10.72,-999.0,0.75,1.04,0.36,0.4205,0.1811,0.0,0.325,-999.0,1.22,0.166,0.97,0.45,0.1155,-0.0637,-0.4389,0.0674,-0.8154,0.7779,4.59,0.0,False,True,5
181,ALYA,Technology,Information Technology Services,Canada,120510000.0,-999.0,-999.0,-999.0,0.31,0.93,0.06,0.0159,0.2718,0.0,0.182,-999.0,5.83,-0.221,0.69,0.85,-0.081,0.0098,-0.44,0.2857,-0.9546,0.3105,1.26,0.0,False,False,5
2773,NEWT,Financial,Banks - Regional,USA,287150000.0,11.5,6.32,3.83,1.63,1.39,6.21,-0.099,0.128,0.0118,0.159,-0.1081,12.36,0.103,-999.0,5.22,0.143,-0.1352,-0.4407,0.0837,-0.7764,281.2726,11.65,232323.0,True,True,3
856,CLAR,Consumer Cyclical,Leisure,USA,228140000.0,-999.0,-999.0,-999.0,0.59,0.78,0.21,-1.4265,0.2301,0.0,0.7972,0.185,6.9,-0.2548,1.41,0.48,-0.217,-0.0106,-0.4422,0.2537,-0.9583,1.4026,5.98,0.0,False,True,5
364,AUDC,Technology,Communication Equipment,Israel,352630000.0,28.97,11.21,6.16,1.4,1.97,1.04,0.4705,0.1179,0.0,0.4803,0.0357,1.73,0.0708,1.04,0.2,0.0504,-0.0179,-0.4422,0.6087,-0.8488,11.4891,11.49,0.0,False,True,5
3059,PARA,Communication Services,Entertainment,USA,9400000000.0,-999.0,13.84,-999.0,0.31,0.43,2.77,0.1283,0.0282,0.0,0.7478,0.0204,4.67,-0.0658,1.09,0.79,-0.0384,-0.0117,-0.4435,0.373,-0.8585,3.7157,14.43,0.0,False,True,6
3197,PLTK,Communication Services,Electronic Gaming & Multimedia,Israel,2630000000.0,9.22,8.3,1.04,1.03,-999.0,2.4,0.0178,0.1561,0.0,0.1368,-0.0347,4.98,-999.0,2.92,-999.0,0.1114,-0.1219,-0.444,0.0156,-0.8012,0.0214,7.17,0.0,False,True,7
2711,MX,Technology,Semiconductors,South Korea,251550000.0,-999.0,-999.0,-999.0,1.02,0.73,4.3,-999.0,-0.1665,0.0235,0.7627,-0.0038,1.87,-0.072,5.12,0.01,-0.1123,-0.0764,-0.4443,0.0046,-0.7595,1.0935,6.49,310924.0,True,True,4
4190,VOXX,Technology,Consumer Electronics,USA,185090000.0,-999.0,-999.0,-999.0,0.37,0.59,0.46,-1.0406,0.032,0.0028,0.4294,-0.0792,9.21,-0.114,0.84,0.16,-0.0787,-0.1959,-0.4447,0.1304,-0.887,7.19,8.19,31672250.0,True,True,4
2590,MLCO,Consumer Cyclical,Resorts & Casinos,Hong Kong,3500000000.0,-999.0,19.23,-999.0,1.16,-999.0,3.24,-999.0,-0.1894,0.0,0.395,0.0191,2.08,-999.0,1.63,-999.0,-0.1236,-0.0145,-0.4466,0.1765,-0.8013,3.0011,8.0,0.0,False,False,4
1050,CTV,Communication Services,Advertising Agencies,USA,212250000.0,-999.0,-999.0,-999.0,1.57,1.1,0.34,-999.0,0.3601,0.0059,0.2493,0.0711,4.02,-0.1693,4.37,0.11,-0.2496,0.0179,-0.4469,1.0133,-0.8542,1.0133,1.51,353335.0,True,False,4
3564,SCYX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,79630000.0,1.68,47.56,-999.0,0.59,0.86,2.38,0.3097,-0.5356,0.0,0.4507,-0.0019,6.4,1.3223,6.88,0.16,0.5314,0.1656,-0.447,0.8609,-0.9857,0.8609,2.14,0.0,False,False,6
2829,NOAH,Financial,Asset Management,China,761550000.0,0.8,4.8,-999.0,1.59,0.53,11.8,0.0121,0.0026,0.0,0.3893,-0.0077,6.09,0.0968,-999.0,0.01,0.2761,-0.0748,-0.4477,0.0933,-0.8291,1.9,11.89,0.0,False,True,6
2896,NVEI,Technology,Software - Infrastructure,Canada,3350000000.0,-999.0,11.2,-999.0,3.07,1.67,0.87,-999.0,0.5655,0.0,0.2671,-999.0,4.35,-0.0059,1.02,0.62,-0.0107,0.0165,-0.4513,0.8048,-0.8286,0.8048,24.04,0.0,False,True,4
2290,KRNT,Industrials,Specialty Industrial Machinery,Israel,872500000.0,-999.0,156.26,-999.0,4.05,1.06,6.93,-0.9255,0.1662,0.0,0.9099,0.0214,1.05,-0.0895,8.5,0.03,-0.3564,-0.0244,-0.4537,0.313,-0.9038,1.1543,17.45,0.0,False,True,4
2249,KGEI,Energy,Oil & Gas E&P,USA,113300000.0,6.67,3.55,-999.0,2.42,0.69,0.01,-999.0,0.338,0.0,0.3576,-999.0,0.58,0.1105,0.35,0.15,0.3685,-0.138,-0.4545,0.0325,-0.9558,15.3918,3.18,0.0,False,True,5
3459,ROOT,Financial,Insurance - Property & Casualty,USA,117820000.0,-999.0,-999.0,-999.0,0.36,0.66,-999.0,-0.4402,1.4482,0.0021,0.2193,0.0457,8.35,-0.5213,-999.0,1.0,-0.5756,-0.192,-0.4547,1.4381,-0.9848,1.4381,8.07,57338.0,False,False,3
437,BATL,Energy,Oil & Gas E&P,USA,100740000.0,-999.0,-999.0,-999.0,0.41,2.47,2.61,-0.21,0.2104,0.0,0.7657,0.0082,0.06,-0.6565,0.53,6.52,-0.1949,-0.1963,-0.4554,0.357,-0.7376,2.06,6.12,0.0,False,True,2
1178,DLA,Consumer Cyclical,Apparel Manufacturing,USA,55160000.0,-999.0,-999.0,-999.0,0.13,0.37,0.03,-999.0,0.0174,0.0,0.5933,-0.0377,8.19,-0.1987,0.44,1.47,-0.08,0.0199,-0.4569,0.2217,-0.7765,2.7703,7.88,0.0,False,True,3
2278,KODK,Industrials,Specialty Business Services,USA,273650000.0,5.44,-999.0,-999.0,0.24,0.29,3.21,-0.3797,-0.0172,0.0003,0.4505,-0.0261,7.66,0.0679,1.75,0.42,0.0506,-0.0737,-0.4576,0.0852,-0.9427,1.2933,3.44,22200.0,False,True,4
3528,SATS,Technology,Communication Equipment,USA,3640000000.0,12.03,-999.0,2.41,2.02,0.31,7.33,-0.1236,0.0323,-0.0,0.1224,-0.0034,5.78,0.0265,5.81,0.46,0.0514,-0.0078,-0.4593,0.4071,-0.703,0.6904,13.41,-37120.0,False,True,5
